series_id,molecule_id,inchi,source_doi,T_min_K,T_max_K,T_span_K,temperature_levels,warm_levels,cold_levels,episode_eligible,monotonicity_flag,monotonicity_used_to_select_series
10.1021/je0504358#d2#p1,mol_46c8489a7a9a685e,"InChI=1S/C6H8O/c7-6-4-2-1-3-5-6/h2,4H,1,3,5H2",10.1021/je0504358,350.4,388.4,38,11,4,4,True,False,False
10.1021/je050473r#d1#p1,mol_77bbf943053f2531,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,10.1021/je050473r,303.15,303.15,0,1,1,1,False,False,False
10.1021/je050523s#d12#p1,mol_af4829eb52c939fe,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",10.1021/je050523s,316.01,365.02,49.01,8,4,1,False,False,False
10.1021/je050523s#d15#p1,mol_d40206d67276aa8c,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",10.1021/je050523s,307.84,360.42,52.58,10,5,2,True,False,False
10.1021/je050523s#d3#p1,mol_eb0e7cd1593e34a5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",10.1021/je050523s,306.95,359.49,52.54,10,5,2,True,False,False
10.1021/je050523s#d6#p1,mol_f2aab7d7c225f1ac,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",10.1021/je050523s,313.06,366.06,53,10,5,2,True,False,False
10.1021/je050523s#d9#p1,mol_b94bab3d5b62c755,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",10.1021/je050523s,305.49,357.68,52.19,10,5,2,True,False,False
10.1021/je0505366#d3#p1,mol_046f2add717f4221,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",10.1021/je0505366,383.15,383.15,0,1,1,1,False,False,False
10.1021/je060077o#d2#p1,mol_70db9ab512b40387,InChI=1S/C4H8Cl2S/c5-1-3-7-4-2-6/h1-4H2,10.1021/je060077o,288.15,293.15,5,2,1,1,False,False,False
10.1021/je060150a#d5#p1,mol_e36df2c2d963afd3,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",10.1021/je060150a,303.15,303.15,0,1,1,1,False,False,False
10.1021/je060163o#d5#p1,mol_b4b87befe28d84ce,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",10.1021/je060163o,292.33,311.14,18.81,3,1,1,False,False,False
10.1021/je060174h#d2#p1,mol_41da2435d36ad8a1,InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3,10.1021/je060174h,303.15,313.15,10,2,1,1,False,False,False
10.1021/je060184i#d1#p1,mol_538c4f0d7c4ce97e,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",10.1021/je060184i,273.15,323.15,50,7,2,2,False,False,False
10.1021/je060184i#d2#p1,mol_502267b1d358ae7d,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",10.1021/je060184i,263.15,323.15,60,8,2,2,False,False,False
10.1021/je060184i#d3#p1,mol_e983a25bd52a944d,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,10.1021/je060184i,263.15,303.15,40,6,3,2,True,False,False
10.1021/je060184i#d4#p1,mol_583617cfddce87a5,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",10.1021/je060184i,273.15,293.15,20,3,1,1,False,False,False
10.1021/je0602115#d1#p1,mol_538c4f0d7c4ce97e,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",10.1021/je0602115,313.15,313.15,0,1,1,1,False,False,False
10.1021/je0602115#d2#p1,mol_b44b37c017007981,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",10.1021/je0602115,313.15,313.15,0,1,1,1,False,False,False
10.1021/je060224i#d1#p1,mol_7f19e9b39a1de529,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",10.1021/je060224i,307.15,369.15,62,32,10,10,True,False,False
10.1021/je0602418#d10#p1,mol_8f8d88329a658c4a,"InChI=1S/C6H10O4/c1-9-5(7)3-4-6(8)10-2/h3-4H2,1-2H3",10.1021/je0602418,286.4,340.6,54.2,19,6,6,True,False,False
10.1021/je0602418#d13#p1,mol_f3ea48a487080019,"InChI=1S/C7H12O4/c1-10-6(8)4-3-5-7(9)11-2/h3-5H2,1-2H3",10.1021/je0602418,283.7,348.1,64.4,42,11,10,True,True,False
10.1021/je0602418#d16#p1,mol_0598ed94e921fa46,"InChI=1S/C8H14O4/c1-11-7(9)5-3-4-6-8(10)12-2/h3-6H2,1-2H3",10.1021/je0602418,294.2,373.8,79.6,35,8,13,True,True,False
10.1021/je0602418#d19#p1,mol_bd2ed19f55eb1e21,"InChI=1S/C9H16O4/c1-12-8(10)6-4-3-5-7-9(11)13-2/h3-7H2,1-2H3",10.1021/je0602418,291.3,353.1,61.8,14,4,5,True,False,False
10.1021/je0602418#d22#p1,mol_6e1072b3e8e99a61,"InChI=1S/C10H18O4/c1-13-9(11)7-5-3-4-6-8-10(12)14-2/h3-8H2,1-2H3",10.1021/je0602418,298.3,352.1,53.8,12,4,4,True,False,False
10.1021/je0602418#d23#p1,mol_177310732327f8e6,"InChI=1S/C11H20O4/c1-14-10(12)8-6-4-3-5-7-9-11(13)15-2/h3-9H2,1-2H3",10.1021/je0602418,318.2,373.8,55.6,22,7,7,True,True,False
10.1021/je0602418#d26#p1,mol_9da490861744c9f8,"InChI=1S/C12H22O4/c1-15-11(13)9-7-5-3-4-6-8-10-12(14)16-2/h3-10H2,1-2H3",10.1021/je0602418,323.4,373.8,50.4,12,3,4,True,False,False
10.1021/je0602418#d4#p1,mol_26e873b560062259,InChI=1S/C4H6O4/c1-7-3(5)4(6)8-2/h1-2H3,10.1021/je0602418,330.4,365.2,34.8,17,6,5,True,False,False
10.1021/je0602418#d7#p1,mol_1bb253e99b0e831f,"InChI=1S/C5H8O4/c1-8-4(6)3-5(7)9-2/h3H2,1-2H3",10.1021/je0602418,278.2,314.3,36.1,15,4,4,True,False,False
10.1021/je060249h#d1#p1,mol_5a4aa50dd3cafc66,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,10.1021/je060249h,330.5,337.4,6.9,2,1,1,False,False,False
10.1021/je060249h#d2#p1,mol_58b895da863521d5,"InChI=1S/C8H6ClNO/c9-5-8-10-6-3-1-2-4-7(6)11-8/h1-4H,5H2",10.1021/je060249h,347.65,424.55,76.9,21,10,3,True,False,False
10.1021/je060253t#d2#p1,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",10.1021/je060253t,313.15,313.15,0,1,1,1,False,False,False
10.1021/je0603574#d4#p1,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",10.1021/je0603574,323.15,323.15,0,1,1,1,False,False,False
10.1021/je0603574#d5#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1021/je0603574,323.15,323.15,0,1,1,1,False,False,False
10.1021/je060359o#d1#p1,mol_c30b4ae49b848357,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",10.1021/je060359o,305.87,319.5,13.63,5,2,1,False,False,False
10.1021/je060359o#d2#p1,mol_007fc427187d55ba,"InChI=1S/C8H16/c1-7(2)6-8(3,4)5/h1,6H2,2-5H3",10.1021/je060359o,306.23,323.2,16.97,6,2,2,False,False,False
10.1021/je060394v#d10#p1,mol_245df31ea12a6746,"InChI=1S/C12H13N/c1-13(2)12-9-5-7-10-6-3-4-8-11(10)12/h3-9H,1-2H3",10.1021/je060394v,298.2,334.3,36.1,12,4,3,True,False,False
10.1021/je060394v#d11#p1,mol_89cd7dc23b3db594,"InChI=1S/C14H18N2/c1-15(2)12-9-5-7-11-8-6-10-13(14(11)12)16(3)4/h5-10H,1-4H3",10.1021/je060394v,323.7,364.3,40.6,16,5,6,True,False,False
10.1021/je060394v#d3#p1,mol_2895d981d8bdc338,"InChI=1S/C10H9N/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,11H2",10.1021/je060394v,323.2,353.1,29.9,11,3,3,False,False,False
10.1021/je060394v#d7#p1,mol_561fcf8433aaed32,"InChI=1S/C10H10N2/c11-8-5-1-3-7-4-2-6-9(12)10(7)8/h1-6H,11-12H2",10.1021/je060394v,346.1,379.3,33.2,12,4,4,True,False,False
10.1021/je060396f#d1#p1,mol_baa3c342cb3d811f,"InChI=1S/C4H11NO/c1-4(2,5)3-6/h6H,3,5H2,1-2H3",10.1021/je060396f,364.11,392.71,28.6,3,1,1,False,False,False
10.1021/je060406c#d1#p1,mol_942daac293e911e8,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,10.1021/je060406c,276.7,323.4,46.7,16,5,5,True,False,False
10.1021/je060406c#d2#p1,mol_b6febdc80ab19a61,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,10.1021/je060406c,278.4,313.2,34.8,9,3,3,True,False,False
10.1021/je060406c#d3#p1,mol_fcedfc9cfdf2681b,"InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2",10.1021/je060406c,293.2,343,49.8,11,4,3,True,False,False
10.1021/je060406c#d4#p1,mol_29b0042d758abfd8,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",10.1021/je060406c,287.8,363.3,75.5,19,5,7,True,False,False
10.1021/je060419q#d1#p1,mol_4f13a4696bbfcaf9,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",10.1021/je060419q,293.5,342.3,48.8,14,5,2,True,False,False
10.1021/je060419q#d7#p1,mol_068db2316970a098,"InChI=1S/C4H10O2/c1-4(2-5)3-6/h4-6H,2-3H2,1H3",10.1021/je060419q,297.3,357.5,60.2,28,8,7,True,False,False
10.1021/je060429r#d10#p1,mol_65ae1b74f9e2ab1d,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",10.1021/je060429r,317.2,344.2,27,10,3,3,False,False,False
10.1021/je060429r#d12#p1,mol_e7414bcb2677caf7,"InChI=1S/C6H4Cl2O/c7-4-1-2-5(8)6(9)3-4/h1-3,9H",10.1021/je060429r,333.3,361.2,27.9,10,3,3,False,False,False
10.1021/je060429r#d14#p1,mol_385079eb0964d1b9,"InChI=1S/C6H4Cl2O/c7-4-2-1-3-5(8)6(4)9/h1-3,9H",10.1021/je060429r,341.2,371.4,30.2,10,3,3,True,False,False
10.1021/je060429r#d16#p1,mol_dba41eb70bb05922,"InChI=1S/C6H4Cl2O/c7-5-2-1-4(9)3-6(5)8/h1-3,9H",10.1021/je060429r,341.3,368.4,27.1,10,3,3,False,False,False
10.1021/je060429r#d18#p1,mol_1d734fe5c679e7dc,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",10.1021/je060429r,342.8,375.4,32.6,29,7,10,True,True,False
10.1021/je060429r#d2#p1,mol_cfce057605ba3a8f,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",10.1021/je060429r,288.4,321.2,32.8,12,4,4,True,False,False
10.1021/je060429r#d4#p1,mol_eb45a79f852eb879,"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H",10.1021/je060429r,308.3,335.2,26.9,10,3,3,False,False,False
10.1021/je060429r#d6#p1,mol_582f643aeadf8be3,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",10.1021/je060429r,318.2,351.2,33,12,4,4,True,False,False
10.1021/je060429r#d8#p1,mol_f076737358086577,"InChI=1S/C6H4Cl2O/c7-4-2-1-3-5(9)6(4)8/h1-3,9H",10.1021/je060429r,331.2,358.2,27,10,3,3,False,False,False
10.1021/je060472e#d12#p1,mol_9d47f5f4c0b23422,"InChI=1S/C7H7NO2/c1-10-7(9)6-2-4-8-5-3-6/h2-5H,1H3",10.1021/je060472e,273.26,320.52,47.26,20,6,6,True,False,False
10.1021/je060472e#d4#p1,mol_f51711463f7a60d1,"InChI=1S/C7H7NO2/c1-10-7(9)6-4-2-3-5-8-6/h2-5H,1H3",10.1021/je060472e,283.155,340.47,57.315,13,4,4,True,True,False
10.1021/je060472e#d9#p1,mol_781dbd8b7d761d8d,"InChI=1S/C7H7NO2/c1-10-7(9)6-3-2-4-8-5-6/h2-5H,1H3",10.1021/je060472e,298.145,324.06,25.915,14,6,3,False,True,False
10.1021/je100017w#d1#p1,mol_f6e3f0beeca51529,"InChI=1S/C5H14O3Si/c1-5-9(6-2,7-3)8-4/h5H2,1-4H3",10.1021/je100017w,306.35,347.65,41.3,10,3,3,True,False,False
10.1021/je100019r#d1#p1,mol_6a1b88d7d4729d66,"InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",10.1021/je100019r,323.15,323.15,0,1,1,1,False,False,False
10.1021/je100019r#d2#p1,mol_af4829eb52c939fe,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",10.1021/je100019r,323.15,323.15,0,1,1,1,False,False,False
10.1021/je100175j#d13#p1,mol_045382ab2985ca01,"InChI=1S/C9H11NO/c1-10(2)9(11)8-6-4-3-5-7-8/h3-7H,1-2H3",10.1021/je100175j,301.98,361.66,59.68,31,10,9,True,False,False
10.1021/je100231g#d1#p1,mol_533237776aacb2a0,"InChI=1S/C6H10O4/c1-3-9-5(7)6(8)10-4-2/h3-4H2,1-2H3",10.1021/je100231g,283.6,333.5,49.9,14,4,4,True,False,False
10.1021/je100231g#d10#p1,mol_01fe71f6f9ac3752,"InChI=1S/C12H22O4/c1-3-9-15-11(13)7-5-6-8-12(14)16-10-4-2/h3-10H2,1-2H3",10.1021/je100231g,318.8,365.3,46.5,15,5,4,True,False,False
10.1021/je100231g#d11#p1,mol_853d5f3f7f788765,"InChI=1S/C10H18O4/c1-3-5-7-13-9(11)10(12)14-8-6-4-2/h3-8H2,1-2H3",10.1021/je100231g,293.4,358.2,64.8,48,10,12,True,True,False
10.1021/je100231g#d12#p1,mol_3f0db888fe369723,"InChI=1S/C11H20O4/c1-3-5-7-14-10(12)9-11(13)15-8-6-4-2/h3-9H2,1-2H3",10.1021/je100231g,303.2,369.2,66,20,5,4,True,False,False
10.1021/je100231g#d13#p1,mol_a05de3c299ebdca6,"InChI=1S/C12H22O4/c1-3-5-9-15-11(13)7-8-12(14)16-10-6-4-2/h3-10H2,1-2H3",10.1021/je100231g,313.3,358.2,44.9,18,5,6,True,False,False
10.1021/je100231g#d14#p1,mol_efd9aec2c69162b7,"InChI=1S/C13H24O4/c1-3-5-10-16-12(14)8-7-9-13(15)17-11-6-4-2/h3-11H2,1-2H3",10.1021/je100231g,322.4,369.5,47.1,23,5,9,True,True,False
10.1021/je100231g#d15#p1,mol_124c5d93a23a9e5f,"InChI=1S/C14H26O4/c1-3-5-11-17-13(15)9-7-8-10-14(16)18-12-6-4-2/h3-12H2,1-2H3",10.1021/je100231g,333.3,373.2,39.9,9,3,3,True,False,False
10.1021/je100231g#d2#p1,mol_1e9d2e26a6ddc23d,"InChI=1S/C7H12O4/c1-3-10-6(8)5-7(9)11-4-2/h3-5H2,1-2H3",10.1021/je100231g,283.8,316.3,32.5,13,4,4,True,False,False
10.1021/je100231g#d3#p1,mol_17d7810440ddcdc4,"InChI=1S/C8H14O4/c1-3-11-7(9)5-6-8(10)12-4-2/h3-6H2,1-2H3",10.1021/je100231g,290.2,345.5,55.3,21,7,6,True,False,False
10.1021/je100231g#d4#p1,mol_9c277a73dd0d1066,"InChI=1S/C9H16O4/c1-3-12-8(10)6-5-7-9(11)13-4-2/h3-7H2,1-2H3",10.1021/je100231g,298.3,347.9,49.6,15,4,4,True,False,False
10.1021/je100231g#d5#p1,mol_757f79c7ac5d216c,"InChI=1S/C10H18O4/c1-3-13-9(11)7-5-6-8-10(12)14-4-2/h3-8H2,1-2H3",10.1021/je100231g,303.5,352.2,48.7,15,6,3,True,False,False
10.1021/je100231g#d6#p1,mol_4f342c00679a86c2,"InChI=1S/C8H14O4/c1-3-5-11-7(9)8(10)12-6-4-2/h3-6H2,1-2H3",10.1021/je100231g,293.6,333.5,39.9,15,5,3,True,False,False
10.1021/je100231g#d7#p1,mol_a028f4db66891af2,"InChI=1S/C9H16O4/c1-3-5-12-8(10)7-9(11)13-6-4-2/h3-7H2,1-2H3",10.1021/je100231g,293.3,338.5,45.2,16,4,4,True,False,False
10.1021/je100231g#d8#p1,mol_6d0384966495a309,"InChI=1S/C10H18O4/c1-3-7-13-9(11)5-6-10(12)14-8-4-2/h3-8H2,1-2H3",10.1021/je100231g,308.3,343.5,35.2,14,5,4,True,False,False
10.1021/je100231g#d9#p1,mol_456cd661d7732899,"InChI=1S/C11H20O4/c1-3-8-14-10(12)6-5-7-11(13)15-9-4-2/h3-9H2,1-2H3",10.1021/je100231g,313.3,353.5,40.2,19,5,6,True,False,False
10.1021/je100398m#d1#p1,mol_7a5b68b203cc6270,"InChI=1S/C4H9I/c1-4(2)3-5/h4H,3H2,1-2H3",10.1021/je100398m,258.35,303.23,44.88,10,3,3,True,False,False
10.1021/je100398m#d2#p1,mol_c54873ab8150496e,"InChI=1S/C5H11I/c1-5(2)3-4-6/h5H,3-4H2,1-2H3",10.1021/je100398m,253.68,303.29,49.61,11,4,2,True,True,False
10.1021/je100398m#d3#p1,mol_b633c02df2e0c63b,"InChI=1S/C6H13I/c1-2-3-4-5-6-7/h2-6H2,1H3",10.1021/je100398m,258.175,308.15,49.975,11,3,3,True,False,False
10.1021/je100398m#d4#p1,mol_1c88c0062a21140c,"InChI=1S/C6H11I/c7-6-4-2-1-3-5-6/h6H,1-5H2",10.1021/je100398m,258.17,308.16,49.99,11,3,3,True,False,False
10.1021/je1005054#d1#p1,mol_43a8992916d4bc49,"InChI=1S/C6H11NO/c8-6-4-2-1-3-5-7-6/h1-5H2,(H,7,8)",10.1021/je1005054,343,352.95,9.95,3,1,1,False,False,False
10.1021/je1005196#d1#p1,mol_ce86a4b54495b02c,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,10.1021/je1005196,298.15,298.15,0,1,1,1,False,False,False
10.1021/je1005196#d11#p1,mol_680d2c2ef877ca4d,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",10.1021/je1005196,308.15,308.15,0,1,1,1,False,False,False
10.1021/je1005196#d13#p1,mol_f82ffb899fa12758,"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3",10.1021/je1005196,298.15,298.15,0,1,1,1,False,False,False
10.1021/je1005196#d15#p1,mol_f82ffb899fa12758,"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3",10.1021/je1005196,308.15,308.15,0,1,1,1,False,False,False
10.1021/je1005196#d3#p1,mol_ce86a4b54495b02c,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,10.1021/je1005196,308.15,308.15,0,1,1,1,False,False,False
10.1021/je1005196#d5#p1,mol_046f2add717f4221,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",10.1021/je1005196,298.15,298.15,0,1,1,1,False,False,False
10.1021/je1005196#d7#p1,mol_046f2add717f4221,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",10.1021/je1005196,308.15,308.15,0,1,1,1,False,False,False
10.1021/je1005196#d9#p1,mol_680d2c2ef877ca4d,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",10.1021/je1005196,298.15,298.15,0,1,1,1,False,False,False
10.1021/je100577v#d3#p1,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",10.1021/je100577v,319.65,332.95,13.3,3,1,1,False,False,False
10.1021/je100605v#d1#p1,mol_649ec05a23e0b398,"InChI=1S/C8H20O3Si/c1-5-9-12(8-4,10-6-2)11-7-3/h5-8H2,1-4H3",10.1021/je100605v,335,432,97,36,20,5,True,False,False
10.1021/je100624p#d3#p1,mol_b4b87befe28d84ce,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",10.1021/je100624p,303.15,313.15,10,2,1,1,False,False,False
10.1021/je100624p#d4#p1,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",10.1021/je100624p,303.15,308.15,5,2,1,1,False,False,False
10.1021/je100801s#d14#p1,mol_b98e7da9bdc7faec,"InChI=1S/C7H6FNO/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H2,9,10)",10.1021/je100801s,410.2,437.82,27.62,15,5,5,False,False,False
10.1021/je100803e#d11#p1,mol_299a215a96655c24,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,10.1021/je100803e,376.99,420.76,43.77,4,1,1,False,False,False
10.1021/je100803e#d6#p1,mol_17d7810440ddcdc4,"InChI=1S/C8H14O4/c1-3-11-7(9)5-6-8(10)12-4-2/h3-6H2,1-2H3",10.1021/je100803e,392.46,437.53,45.07,4,1,1,False,False,False
10.1021/je100821g#d5#p1,mol_896a74ad0b2a7fde,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",10.1021/je100821g,286.5,286.5,0,1,1,1,False,False,False
10.1021/je100832h#d1#p1,mol_e55299b0f2600cdb,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",10.1021/je100832h,297.17,306.25,9.08,3,1,1,False,False,False
10.1021/je100832h#d11#p1,mol_a3ab0bd2d4d80422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",10.1021/je100832h,386.86,390.21,3.35,2,1,1,False,False,False
10.1021/je100832h#d3#p1,mol_2ea49b3823ebd7ad,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",10.1021/je100832h,292.98,296.27,3.29,2,1,1,False,False,False
10.1021/je100832h#d5#p1,mol_538c4f0d7c4ce97e,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",10.1021/je100832h,305.26,323.62,18.36,6,2,2,False,False,False
10.1021/je100832h#d9#p1,mol_3fd637a4d667fe51,"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",10.1021/je100832h,365.3,369.25,3.95,2,1,1,False,False,False
10.1021/je101131x#d2#p1,mol_502267b1d358ae7d,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",10.1021/je101131x,323.15,323.15,0,1,1,1,False,False,False
10.1021/je101180r#d1#p1,mol_6fbb7c525fc1c495,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",10.1021/je101180r,373.7,384.96,11.26,2,1,1,False,False,False
10.1021/je101180r#d2#p1,mol_d33c3680c5c0ca0a,"InChI=1S/C6H8N2/c1-5-3-2-4-8-6(5)7/h2-4H,1H3,(H2,7,8)",10.1021/je101180r,402.57,413.74,11.17,2,1,1,False,False,False
10.1021/je101250d#d7#p1,mol_538c4f0d7c4ce97e,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",10.1021/je101250d,319.06,319.06,0,1,1,1,False,False,False
10.1021/je101259r#d2#p1,mol_e554601fff053edf,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",10.1021/je101259r,358.6,385.7,27.1,3,1,1,False,False,False
10.1021/je101259r#d3#p1,mol_6b42837638374a14,"InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2",10.1021/je101259r,427.5,452.4,24.9,5,2,2,False,False,False
10.1021/je101259r#d4#p1,mol_bd766895d345d764,"InChI=1S/C3H9NO/c1-4-2-3-5/h4-5H,2-3H2,1H3",10.1021/je101259r,341.8,387.4,45.6,6,1,2,False,False,False
10.1021/je101259r#d5#p1,mol_0aa38cb71170ee29,"InChI=1S/C4H11NO/c1-5(2)3-4-6/h6H,3-4H2,1-2H3",10.1021/je101259r,309.5,360.9,51.4,6,1,2,False,False,False
10.1021/je101259r#d6#p1,mol_32d4a096496c381d,"InChI=1S/C6H15NO/c1-3-7(4-2)5-6-8/h8H,3-6H2,1-2H3",10.1021/je101259r,333.2,383.9,50.7,6,1,2,False,False,False
10.1021/je101259r#d8#p1,mol_05794401663d5ca6,"InChI=1S/C4H11NO2/c5-1-3-7-4-2-6/h6H,1-5H2",10.1021/je101259r,391.5,443.9,52.4,8,2,3,False,False,False
10.1021/je101259r#d9#p1,mol_baa3c342cb3d811f,"InChI=1S/C4H11NO/c1-4(2,5)3-6/h6H,3,5H2,1-2H3",10.1021/je101259r,347.5,392.3,44.8,6,1,2,False,False,False
10.1021/je101343m#d5#p1,mol_ca0440f5ec95bc5f,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,10.1021/je101343m,308.135,308.135,0,1,1,1,False,True,False
10.1021/je200011e#d1#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1021/je200011e,278.15,323.15,45,10,3,3,True,False,False
10.1021/je200098d#d1#p1,mol_f2aab7d7c225f1ac,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",10.1021/je200098d,332.4,366.2,33.8,7,3,2,True,False,False
10.1021/je200098d#d2#p1,mol_b94bab3d5b62c755,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",10.1021/je200098d,324.4,357.7,33.3,7,3,2,True,False,False
10.1021/je200111a#d3#p1,mol_b1600e1cb04e0ffb,"InChI=1S/C5H10O3/c1-3-8-5(7)4(2)6/h4,6H,3H2,1-2H3/t4-/m0/s1",10.1021/je200111a,366.6,366.6,0,1,1,1,False,False,False
10.1021/je200111a#d6#p1,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",10.1021/je200111a,353.75,353.75,0,1,1,1,False,False,False
10.1021/je200111a#d9#p1,mol_435971c8aa9ce0da,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",10.1021/je200111a,358.35,358.35,0,1,1,1,False,False,False
10.1021/je200128y#d2#p1,mol_d0131e7bbb5402ea,"InChI=1S/C12H11N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10,13H",10.1021/je200128y,328.3,373.1,44.8,18,7,5,True,True,False
10.1021/je2002489#d1#p1,mol_9f070bda8683a3b6,"InChI=1S/C4H12N2O/c5-1-2-6-3-4-7/h6-7H,1-5H2",10.1021/je2002489,323.2,374.2,51,22,7,8,True,True,False
10.1021/je2002489#d2#p1,mol_32facc64508e019f,"InChI=1S/C7H18N2O/c1-8(2)4-5-9(3)6-7-10/h10H,4-7H2,1-3H3",10.1021/je2002489,293.4,353.2,59.8,31,9,10,True,False,False
10.1021/je2002489#d3#p1,mol_05794401663d5ca6,"InChI=1S/C4H11NO2/c5-1-3-7-4-2-6/h6H,1-5H2",10.1021/je2002489,303.2,359.2,56,23,7,7,True,False,False
10.1021/je2002489#d4#p1,mol_cdd9b2a6aac67d70,"InChI=1S/C6H15NO2/c1-7(2)3-5-9-6-4-8/h8H,3-6H2,1-2H3",10.1021/je2002489,293.3,353.2,59.9,31,9,10,True,False,False
10.1021/je200336c#d1#p1,mol_b2ea93772c7f152a,"InChI=1S/C7H12N2/c1-3-5-9-6-4-8-7(9)2/h4,6H,3,5H2,1-2H3",10.1021/je200336c,288.6,343.2,54.6,46,14,12,True,True,False
