record_id,series_id,archive_member,data_number,property_number,numvalues_index_1based,inchi,inchikey,name,formula,source_doi,source_year,property_name,property_phase,block_phases_json,method,original_property_value,original_property_value_metadata_json,state_origin,state_metadata_json,T_K,stable_liquid_gas,basic_chemistry_flags,H_kJ_mol,calorimetry_label
10.1021/je401026a#d6#p1#r1,10.1021/je401026a#d6#p1,10.1021/je401026a.json,6,1,1,"InChI=1S/C9H15Cl6O4P/c10-1-7(2-11)17-20(16,18-8(3-12)4-13)19-9(5-14)6-15/h7-9H,1-6H2",ASLWPAWFJZFCKF-UHFFFAOYSA-N,"tris(1,3-dichloro-2-propanol) phosphate",C9H15Cl6O4P,10.1021/je401026a,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,91.3,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":7.1,""nCombUncertAssessNum"":1},""nPropValue"":91.3,""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":398}",398,True,,91.3,False
10.1021/je401026a#d8#p1#r1,10.1021/je401026a#d8#p1,10.1021/je401026a.json,8,1,1,"InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3",WTLBZVNBAKMVDP-UHFFFAOYSA-N,tris(2-butoxyethyl) phosphate,C18H39O7P,10.1021/je401026a,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,102.6,"{""nPropValue"":102.6,""CombinedUncertainty"":{""nCombExpandUncertValue"":8,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarValue"":398,""nVarNumber"":1,""nVarDigits"":3}",398,True,,102.6,False
10.1021/je401026a#d10#p1#r1,10.1021/je401026a#d10#p1,10.1021/je401026a.json,10,1,1,"InChI=1S/C24H51O4P/c1-7-13-16-22(10-4)19-26-29(25,27-20-23(11-5)17-14-8-2)28-21-24(12-6)18-15-9-3/h22-24H,7-21H2,1-6H3",GTVWRXDRKAHEAD-UHFFFAOYSA-N,tris(2-ethylhexyl) phosphate,C24H51O4P,10.1021/je401026a,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,106,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":8.2,""nCombUncertAssessNum"":1},""nPropValue"":106,""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarValue"":398,""nVarNumber"":1,""nVarDigits"":3}",398,True,,106,False
10.1021/je401026a#d12#p1#r1,10.1021/je401026a#d12#p1,10.1021/je401026a.json,12,1,1,"InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H",XZZNDPSIHUTMOC-UHFFFAOYSA-N,triphenyl phosphate,C18H15O4P,10.1021/je401026a,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,92.8,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":92.8,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":7.2}}",variable,"{""nVarValue"":398,""nVarNumber"":1,""nVarDigits"":3}",398,True,,92.8,False
10.1021/je401026a#d14#p1#r1,10.1021/je401026a#d14#p1,10.1021/je401026a.json,14,1,1,"InChI=1S/C20H27O4P/c1-3-5-12-18(4-2)17-22-25(21,23-19-13-8-6-9-14-19)24-20-15-10-7-11-16-20/h6-11,13-16,18H,3-5,12,17H2,1-2H3",CGSLYBDCEGBZCG-UHFFFAOYSA-N,2-ethylhexyl diphenyl phosphate,C20H27O4P,10.1021/je401026a,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,99.9,"{""nPropNumber"":1,""nPropDigits"":3,""nPropValue"":99.9,""CombinedUncertainty"":{""nCombExpandUncertValue"":7.8,""nCombUncertAssessNum"":1}}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":398}",398,True,,99.9,False
10.1021/je401026a#d16#p1#r1,10.1021/je401026a#d16#p1,10.1021/je401026a.json,16,1,1,"InChI=1S/C27H33O4P/c1-19(2)22-13-7-10-16-25(22)29-32(28,30-26-17-11-8-14-23(26)20(3)4)31-27-18-12-9-15-24(27)21(5)6/h7-21H,1-6H3",LIPMRGQQBZJCTM-UHFFFAOYSA-N,tris(2-(1-methylethyl)-phenol) phosphate,C27H33O4P,10.1021/je401026a,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,108.5,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":108.5,""CombinedUncertainty"":{""nCombExpandUncertValue"":8.5,""nCombUncertAssessNum"":1}}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":398}",398,True,,108.5,False
10.1021/je401026a#d18#p1#r1,10.1021/je401026a#d18#p1,10.1021/je401026a.json,18,1,1,"InChI=1S/C21H21O4P/c1-16-10-4-7-13-19(16)23-26(22,24-20-14-8-5-11-17(20)2)25-21-15-9-6-12-18(21)3/h4-15H,1-3H3",YSMRWXYRXBRSND-UHFFFAOYSA-N,tri-2-tolyl phosphate,C21H21O4P,10.1021/je401026a,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,99.3,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":7.8,""nCombUncertAssessNum"":1},""nPropValue"":99.3,""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":398}",398,True,,99.3,False
10.1021/je401026a#d20#p1#r1,10.1021/je401026a#d20#p1,10.1021/je401026a.json,20,1,1,"InChI=1S/C21H21O4P/c1-16-7-4-10-19(13-16)23-26(22,24-20-11-5-8-17(2)14-20)25-21-12-6-9-18(3)15-21/h4-15H,1-3H3",RMLPZKRPSQVRAB-UHFFFAOYSA-N,tri-m-tolyl phosphate,C21H21O4P,10.1021/je401026a,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,103.7,"{""nPropValue"":103.7,""CombinedUncertainty"":{""nCombExpandUncertValue"":8,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":398}",398,True,,103.7,False
10.1021/je401026a#d22#p1#r1,10.1021/je401026a#d22#p1,10.1021/je401026a.json,22,1,1,"InChI=1S/C21H21O4P/c1-16-4-10-19(11-5-16)23-26(22,24-20-12-6-17(2)7-13-20)25-21-14-8-18(3)9-15-21/h4-15H,1-3H3",BOSMZFBHAYFUBJ-UHFFFAOYSA-N,"phosphoric acid, tri-p-cresyl ester",C21H21O4P,10.1021/je401026a,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,105.7,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":105.7,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":8.2}}",variable,"{""nVarValue"":398,""nVarNumber"":1,""nVarDigits"":3}",398,True,,105.7,False
10.1021/je500110d#d2#p1#r1,10.1021/je500110d#d2#p1,10.1021/je500110d.json,2,1,1,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",DOIRQSBPFJWKBE-UHFFFAOYSA-N,dibutyl phthalate,C16H22O4,10.1021/je500110d,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,95,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.9},""nPropValue"":95,""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,True,,95,False
10.1021/je500110d#d4#p1#r1,10.1021/je500110d#d4#p1,10.1021/je500110d.json,4,1,1,"InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3",IRIAEXORFWYRCZ-UHFFFAOYSA-N,"benzyl butyl 1,2-benzenedioate",C19H20O4,10.1021/je500110d,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,106.2,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":106.2,""CombinedUncertainty"":{""nCombExpandUncertValue"":5.2,""nCombUncertAssessNum"":1}}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,True,,106.2,False
10.1021/je500110d#d8#p1#r1,10.1021/je500110d#d8#p1,10.1021/je500110d.json,8,1,1,"InChI=1S/C20H26O4/c21-19(23-15-9-3-1-4-10-15)17-13-7-8-14-18(17)20(22)24-16-11-5-2-6-12-16/h7-8,13-16H,1-6,9-12H2",VOWAEIGWURALJQ-UHFFFAOYSA-N,dicyclohexyl phthalate,C20H26O4,10.1021/je500110d,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Metastable liquid,"[""Metastable liquid"",""Gas""]",Correlation gas chromatography,109.9,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":2.9},""nPropValue"":109.9}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,False,,109.9,False
10.1021/je500110d#d10#p1#r1,10.1021/je500110d#d10#p1,10.1021/je500110d.json,10,1,1,"InChI=1S/C24H38O4/c1-5-9-11-19(7-3)17-27-23(25)21-13-15-22(16-14-21)24(26)28-18-20(8-4)12-10-6-2/h13-16,19-20H,5-12,17-18H2,1-4H3",RWPICVVBGZBXNA-UHFFFAOYSA-N,bis(2-ethylhexyl) terephthalate,C24H38O4,10.1021/je500110d,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,123.3,"{""nPropValue"":123.3,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.5},""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,True,,123.3,False
10.1021/je500110d#d12#p1#r1,10.1021/je500110d#d12#p1,10.1021/je500110d.json,12,1,1,"InChI=1S/C24H38O4/c1-3-5-7-9-11-15-19-27-23(25)21-17-13-14-18-22(21)24(26)28-20-16-12-10-8-6-4-2/h13-14,17-18H,3-12,15-16,19-20H2,1-2H3",MQIUGAXCHLFZKX-UHFFFAOYSA-N,"dioctyl 1,2-benzenedicarboxylate",C24H38O4,10.1021/je500110d,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,122.6,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":3.6,""nCombUncertAssessNum"":1},""nPropValue"":122.6,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,True,,122.6,False
10.1021/je500358r#d2#p1#r1,10.1021/je500358r#d2#p1,10.1021/je500358r.json,2,1,1,"InChI=1S/C12H27N/c1-10(2)7-13(8-11(3)4)9-12(5)6/h10-12H,7-9H2,1-6H3",IIFFFBSAXDNJHX-UHFFFAOYSA-N,triisobutylamine,C12H27N,10.1021/je500358r,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",DSC,52.3,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":4.6,""nCombUncertAssessNum"":1},""nPropValue"":52.3}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":298}",298,True,,52.3,False
10.1021/je500358r#d4#p1#r1,10.1021/je500358r#d4#p1,10.1021/je500358r.json,4,1,1,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",IMFACGCPASFAPR-UHFFFAOYSA-N,tributylamine,C12H27N,10.1021/je500358r,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",DSC,58,"{""nPropValue"":58,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":4.1},""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":298}",298,True,,58,False
10.1021/je500358r#d6#p1#r1,10.1021/je500358r#d6#p1,10.1021/je500358r.json,6,1,1,"InChI=1S/C13H17N/c1-4-10-14(3)12(2)11-13-8-6-5-7-9-13/h1,5-9,12H,10-11H2,2-3H3/t12-/m1/s1",MEZLKOACVSPNER-GFCCVEGCSA-N,(R)-N-methyl-N-(1-phenylpropan-2-yl)prop-2-yn-1-amine,C13H17N,10.1021/je500358r,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",DSC,64.3,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":4.7},""nPropValue"":64.3}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":298}",298,True,,64.3,False
10.1021/je500358r#d8#p1#r1,10.1021/je500358r#d8#p1,10.1021/je500358r.json,8,1,1,"InChI=1S/C16H35N/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17(2)3/h4-16H2,1-3H3",SFBHPFQSSDCYSL-UHFFFAOYSA-N,"1-tetradecanamine, N,N-dimethyl-",C16H35N,10.1021/je500358r,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",DSC,77.3,"{""nPropNumber"":1,""nPropDigits"":3,""nPropValue"":77.3,""CombinedUncertainty"":{""nCombExpandUncertValue"":4.2,""nCombUncertAssessNum"":1}}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":298}",298,True,,77.3,False
10.1021/je500358r#d10#p1#r1,10.1021/je500358r#d10#p1,10.1021/je500358r.json,10,1,1,"InChI=1S/C17H21N/c1-15(13-16-9-5-3-6-10-16)18(2)14-17-11-7-4-8-12-17/h3-12,15H,13-14H2,1-2H3/t15-/m0/s1",YXKTVDFXDRQTKV-HNNXBMFYSA-N,(S)-N-benzyl-N-methyl-1-phenylpropan-2-amine,C17H21N,10.1021/je500358r,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",DSC,77.2,"{""nPropNumber"":1,""nPropDigits"":3,""nPropValue"":77.2,""CombinedUncertainty"":{""nCombExpandUncertValue"":2.3,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":298,""nVarNumber"":1,""nVarDigits"":3}",298,True,,77.2,False
10.1021/je500358r#d12#p1#r1,10.1021/je500358r#d12#p1,10.1021/je500358r.json,12,1,1,"InChI=1S/C18H39N/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(2)3/h4-18H2,1-3H3",NHLUVTZJQOJKCC-UHFFFAOYSA-N,"1-hexadecanamine, N,N-dimethyl-",C18H39N,10.1021/je500358r,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",DSC,84.8,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":12.2},""nPropValue"":84.8,""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarValue"":298,""nVarDigits"":3,""nVarNumber"":1}",298,True,,84.8,False
10.1021/je500358r#d14#p1#r1,10.1021/je500358r#d14#p1,10.1021/je500358r.json,14,1,1,"InChI=1S/C20H27N/c1-2-21(17-9-15-19-11-5-3-6-12-19)18-10-16-20-13-7-4-8-14-20/h3-8,11-14H,2,9-10,15-18H2,1H3",ZPFXAOWNKLFJDN-UHFFFAOYSA-N,N-ethyl-3-phenyl-N-(3-phenylpropyl)propan-1-amine,C20H27N,10.1021/je500358r,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",DSC,89.3,"{""nPropNumber"":1,""nPropDigits"":3,""CombinedUncertainty"":{""nCombExpandUncertValue"":2.8,""nCombUncertAssessNum"":1},""nPropValue"":89.3}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":298}",298,True,,89.3,False
10.1021/je500358r#d16#p1#r1,10.1021/je500358r#d16#p1,10.1021/je500358r.json,16,1,1,"InChI=1S/C21H21N/c1-4-10-19(11-5-1)16-22(17-20-12-6-2-7-13-20)18-21-14-8-3-9-15-21/h1-15H,16-18H2",MXHTZQSKTCCMFG-UHFFFAOYSA-N,"benzenemethanamine, N,N-bis(phenylmethyl)-",C21H21N,10.1021/je500358r,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",DSC,92.4,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":92.4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.5}}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":298}",298,True,,92.4,False
10.1021/je500358r#d22#p1#r1,10.1021/je500358r#d22#p1,10.1021/je500358r.json,22,1,1,"InChI=1S/C24H51N/c1-4-7-10-13-16-19-22-25(23-20-17-14-11-8-5-2)24-21-18-15-12-9-6-3/h4-24H2,1-3H3",XTAZYLNFDRKIHJ-UHFFFAOYSA-N,trioctylamine,C24H51N,10.1021/je500358r,2014,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",DSC,100.1,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.5},""nPropValue"":100.1}",variable,"{""nVarValue"":298,""nVarDigits"":3,""nVarNumber"":1}",298,True,,100.1,False
10.1021/je5008795#d1#p1#r1,10.1021/je5008795#d1#p1,10.1021/je5008795.json,1,1,1,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,ZPQOPVIELGIULI-UHFFFAOYSA-N,"1,3-dichlorobenzene",C6H4Cl2,10.1021/je5008795,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",derived,47.3,"{""nPropValue"":47.3,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.4,""nCombUncertAssessNum"":1},""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,True,,47.3,False
10.1021/je5008795#d2#p1#r1,10.1021/je5008795#d2#p1,10.1021/je5008795.json,2,1,1,InChI=1S/C6H4BrCl/c7-5-1-3-6(8)4-2-5/h1-4H,NHDODQWIKUYWMW-UHFFFAOYSA-N,1-bromo-4-chlorobenzene,C6H4BrCl,10.1021/je5008795,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",derived,67.3,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":67.3,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.2}}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,False,,67.3,False
10.1021/je5008795#d3#p1#r1,10.1021/je5008795#d3#p1,10.1021/je5008795.json,3,1,1,InChI=1S/C6H4Br2/c7-5-2-1-3-6(8)4-5/h1-4H,JSRLURSZEMLAFO-UHFFFAOYSA-N,"1,3-dibromobenzene",C6H4Br2,10.1021/je5008795,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",derived,55,"{""nPropValue"":55,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.3,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,True,,55,False
10.1021/je5008795#d5#p1#r1,10.1021/je5008795#d5#p1,10.1021/je5008795.json,5,1,1,InChI=1S/C6H4Br2/c7-5-1-2-6(8)4-3-5/h1-4H,SWJPEBQEEAHIGZ-UHFFFAOYSA-N,"1,4-dibromobenzene",C6H4Br2,10.1021/je5008795,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",derived,73.3,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.5},""nPropValue"":73.3,""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,False,,73.3,False
10.1021/je5008795#d7#p1#r1,10.1021/je5008795#d7#p1,10.1021/je5008795.json,7,1,1,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,JHBKHLUZVFWLAG-UHFFFAOYSA-N,"1,2,4,5-tetrachlorobenzene",C6H2Cl4,10.1021/je5008795,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",derived,80.9,"{""nPropValue"":80.9,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1},""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,False,,80.9,False
10.1021/je5008795#d8#p1#r1,10.1021/je5008795#d8#p1,10.1021/je5008795.json,8,1,1,InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,CKAPSXZOOQJIBF-UHFFFAOYSA-N,hexachlorobenzene,C6Cl6,10.1021/je5008795,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",derived,94.3,"{""nPropNumber"":1,""nPropDigits"":3,""nPropValue"":94.3,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.6}}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,False,,94.3,False
10.1021/je5008795#d9#p1#r1,10.1021/je5008795#d9#p1,10.1021/je5008795.json,9,1,1,InChI=1S/C10H7Br/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,DLKQHBOKULLWDQ-UHFFFAOYSA-N,1-bromonaphthalene,C10H7Br,10.1021/je5008795,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",derived,64,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.4},""nPropValue"":64,""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,True,,64,False
10.1021/je5008795#d10#p1#r1,10.1021/je5008795#d10#p1,10.1021/je5008795.json,10,1,1,InChI=1S/C10H7I/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,NHPPIJMARIVBGU-UHFFFAOYSA-N,1-iodonaphthalene,C10H7I,10.1021/je5008795,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",derived,70.1,"{""nPropNumber"":1,""nPropDigits"":3,""nPropValue"":70.1,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.4,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,True,,70.1,False
10.1021/je5008795#d13#p1#r1,10.1021/je5008795#d13#p1,10.1021/je5008795.json,13,1,1,InChI=1S/C10H6Br2/c11-9-5-6-10(12)8-4-2-1-3-7(8)9/h1-6H,IBGUDZMIAZLJNY-UHFFFAOYSA-N,"1,4-dibromonaphthalene",C10H6Br2,10.1021/je5008795,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",derived,94.4,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.9},""nPropValue"":94.4}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,False,,94.4,False
10.1021/je5008795#d16#p1#r1,10.1021/je5008795#d16#p1,10.1021/je5008795.json,16,1,1,InChI=1S/C12H9Br/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9H,PKJBWOWQJHHAHG-UHFFFAOYSA-N,"4-bromo-1,1'-biphenyl",C12H9Br,10.1021/je5008795,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",derived,93.7,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":93.7,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.8}}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,False,,93.7,False
10.1021/je5008795#d18#p1#r1,10.1021/je5008795#d18#p1,10.1021/je5008795.json,18,1,1,InChI=1S/C12H8Br2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,HQJQYILBCQPYBI-UHFFFAOYSA-N,"4,4'-dibromo-1,1'-biphenyl",C12H8Br2,10.1021/je5008795,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",derived,106.2,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":1.1,""nCombUncertAssessNum"":1},""nPropValue"":106.2,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,False,,106.2,False
10.1021/je5008795#d22#p1#r1,10.1021/je5008795#d22#p1,10.1021/je5008795.json,22,1,1,InChI=1S/C14H9Cl/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,KULLJOPUZUWTMF-UHFFFAOYSA-N,9-chloroanthracene,C14H9Cl,10.1021/je5008795,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",derived,103.3,"{""nPropValue"":103.3,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.9,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,False,,103.3,False
10.1021/je5008795#d23#p1#r1,10.1021/je5008795#d23#p1,10.1021/je5008795.json,23,1,1,InChI=1S/C14H9Br/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,ZIRVQSRSPDUEOJ-UHFFFAOYSA-N,9-bromoanthracene,C14H9Br,10.1021/je5008795,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",derived,105.9,"{""nPropValue"":105.9,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.9,""nCombUncertAssessNum"":1},""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,False,,105.9,False
