record_id,origin,molecule_id,inchi,name,H_kJ_mol,T_K,H_J_mol,method,source_doi,reference_codes_json,source_locator,reported_deviation,uncertainty_kind,uncertainty_confidence_percent,uncertainty_coverage_factor,experimental_temperature_range,temperature_status,thermodynamic_state,raw_row_verified,archive_XML_verified,full_primary_methods_verified,calorimetry_candidate,has_pressure_join,inside_pressure_temperature_envelope,decision,decision_reasons,independent_of_pressure_verified,training_allowed,corrected_298_field_excluded,duplicate_family,linked_record_ids_json,split,component_id,review_wave,review_date,original_H_kJ_mol,original_T_K,original_reported_deviation,original_decision,previous_v0_2_decision,review_reference_code,primary_source_url,source_review_status,reference_code,primary_compound_name,primary_H,primary_deviation,primary_unit,unit_multiplier_to_kJ,primary_temperature_C,primary_temperature_K,primary_page,primary_table,calorimeter,structure_smiles_from_primary_name,systematic_error_bound_kJ_mol,quality_flags,table_image_visually_checked,pressure_slope_ancillary_correction,reported_replicates_minimum,reported_replicates_exact,temperature_scale_note,source_role,overall_uncertainty_relation,overall_uncertainty_value_kJ_mol,ancillary_reference_notes,source_temperature_adjustment,moisture_treatment,mean_gamma_intJ_g,beta_intJ_g,estimated_relative_error_fraction,energy_conversion_factor_to_abs_J,primary_document_sha256,molar_mass_g_mol,random_standard_error_kJ_mol,standard_error_multiplier,author_estimated_total_error_kJ_mol,primary_numeric_table_verified,primary_identity_verified,measurement_or_reference_temperature,temperature_correction_applied,ideal_gas_state_conversion_applied,ancillary_apparatus_pressure_used,pressure_curve_used_to_derive_label,benchmark_pressure_used_for_label,minimum_replicates_in_reported_mean,measurement_lineage_id,reviewed_by
rdr250199#csvline4471,compendium,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",3-methyl-1-butanol,51.4,343,51400,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4471",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,51.4,343,0.2,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4472,compendium,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",3-methyl-1-butanol,49.7,358,49700,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4472",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,49.7,358,0.2,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4493,compendium,mol_2901cf755cab0466,"InChI=1S/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3",2-propoxyethanol,52.12,298.15,52120.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.25-0219,"[""1971KUS/WAD""]",DOI 10.3891/acta.chem.scand.25-0219; p.222; Table 2; 2-Propoxyethanol,0.10,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave2,2026-09-18,52.1,298,0.1,quarantine_compendium_provenance,quarantine_compendium_provenance,1971KUS/WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_25_p0219-0224.pdf,full_primary_review,1971KUS/WAD,2-Propoxyethanol,52.12,0.10,kJ/mol,1,25.00,298.15,222,2,Lund electrical compensation; 1966 design with later changes,CCCOCCO,,Water uptake reported very small; apparent and corrected enthalpy identical.,True,False,7,7,Source reports Celsius; no historical scale transformation applied.,current_work_direct_calorimetry,<=,0.1,"1966 apparatus paper verified. Cited 1968 p.2434 conflicts with archive pagination; 1968 p.2438 is a plausible intended reference, not a confirmed correction.",Isothermal reported 25 C; no reference-temperature extrapolation applied.,no_material_water_uptake_correction,,,,,badc2144032f418072f0303b58f4938f8fa72f0174c6c7c08a6110688f87a976,,0.05,2,,True,True,measurement,False,False,True,False,False,7,cal_9698df39f05a35feb0df,OpenAI Codex; no independent human sign-off
rdr250199#csvline4585,compendium,mol_b4ec50115958b3dd,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3",pentylamine,40.08,298.15,40080.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.23-2061,"[""1969WAD""]",DOI 10.3891/acta.chem.scand.23-2061; p.2062; Table 1; Amylamine,0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,40.1,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1969WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_23_p2061-2064.pdf,full_primary_review,1969WAD,Amylamine,40.08,0.06,kJ/mol,1,25.00,298.15,2062,1,C_improved,CCCCCN,,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,f364f01785ef29c0170aa0eca30dda4c71f4c54e0a706535fc522154d7a0687a,,0.03,2,,True,True,measurement,False,False,True,False,False,5,cal_0e5f3762a343863fd031,OpenAI Codex; no independent human sign-off
rdr250199#csvline4914,compendium,mol_2d09dab0a2be3f90,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,bromobenzene,44.54,298.15,44540.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Phenyl, X=Br",0.04,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,44.5,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Phenyl, X=Br",44.54,0.04,kJ/mol,1,25.00,298.15,2440,1,C_improved,Brc1ccccc1,0.08,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,,0.02,2,,True,True,measurement,False,False,True,False,False,5,cal_ce5e96056bef6698f3ad,OpenAI Codex; no independent human sign-off
rdr250199#csvline4917,compendium,mol_2d09dab0a2be3f90,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,bromobenzene,39.7,428,39700,C,,"[""1926MAT"",""2015VER/SAZ""]","RDR file 250199, CSV line 4917",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original high-temperature and reference-temperature entries unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,39.7,428,0.1,quarantine_compendium_provenance,hold_full_text_not_obtained,1926MAT,https://doi.org/10.1021/ja01414a002,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4918,compendium,mol_2d09dab0a2be3f90,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,bromobenzene,44.5,298,44500,C,,"[""1926MAT"",""2015VER/SAZ""]","RDR file 250199, CSV line 4918",1.7,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_full_text_not_obtained,Bibliography resolved; original high-temperature and reference-temperature entries unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,44.5,298,1.7,quarantine_compendium_provenance,hold_full_text_not_obtained,1926MAT,https://doi.org/10.1021/ja01414a002,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4948,compendium,mol_5a4aa50dd3cafc66,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,chlorobenzene,40.97,298.15,40970.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Phenyl, X=Cl",0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,41,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Phenyl, X=Cl",40.97,0.06,kJ/mol,1,25.00,298.15,2440,1,C_improved,Clc1ccccc1,0.08,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,,0.03,2,,True,True,measurement,False,False,True,False,False,5,cal_e072205d064fdab519c4,OpenAI Codex; no independent human sign-off
rdr250199#csvline4954,compendium,mol_5a4aa50dd3cafc66,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,chlorobenzene,36.6,403,36600,C,,"[""1926MAT""]","RDR file 250199, CSV line 4954",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original high-temperature and reference-temperature entries unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,36.6,403,,quarantine_compendium_provenance,hold_full_text_not_obtained,1926MAT,https://doi.org/10.1021/ja01414a002,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4955,compendium,mol_5a4aa50dd3cafc66,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,chlorobenzene,41.9,298,41900,C,,"[""1926MAT"",""2014VER/EME""]","RDR file 250199, CSV line 4955",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_full_text_not_obtained,Bibliography resolved; original high-temperature and reference-temperature entries unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,41.9,298,0.1,quarantine_compendium_provenance,hold_full_text_not_obtained,1926MAT,https://doi.org/10.1021/ja01414a002,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline5075,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,33.8500371147087,298.15,33850.0371147087000,electrical_energy_and_evaporated_mass_calorimetry,10.6028/jres.039.031,"[""1947OSB/GIN""]",DOI 10.6028/jres.039.031; p.468; Table 1; Benzene,,author_estimated_relative_accuracy_no_confidence_probability,,,,nominal_historical_scale_temperature,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,hold_ancillary_pressure_slope_lineage,ancillary_pressure_slope_lineage_and_primary_pool_eligibility_unresolved,False,False,True,,[],train,grp_5dea7427c65d07c7,wave2,2026-09-18,33.8,298,,quarantine_compendium_provenance,hold_full_text_not_obtained,1947OSB/GIN,https://nistdigitalarchives.contentdm.oclc.org/digital/api/collection/p16009coll6/id/118316/download,primary_table_verified_ancillary_lineage_hold,1947OSB/GIN,Benzene,433.27,,US_international_J/g,0.07812688881,25.0,298.15,468,1,NBS electrical fluid calorimeter,c1ccccc1,,Historical pressure-slope beta correction. Not pressure-curve-free. Source estimates error unlikely above 0.1 percent; this is not a standard uncertainty. ,True,True,3,3,"Historical International Temperature Scale; 298.15 K is nominal conversion of reported 25 C, not a conversion to ITS-90.",current_work_calorimetry_with_pressure_slope_correction,,,"Original refs.14 (API Project 44 tables) and 15 (International Critical Tables vol.3, 1928); per-compound source entries and upstream pressure measurement lineage unverified.",Source applies small run-temperature corrections to nominal 25 C; individual correction magnitudes are not separately listed (p.465). No new thermal extrapolation applied here.,,433.47,0.20,0.001,1.000165,0dcceb5865b44de7cb6fb02e5d0f23d1257e63106d1f135400095c1340abd288,78.114,,,0.0338500371147087,True,True,measurement,False,False,True,True,unknown_upstream_ancillary_lineage,3,cal_1caac6457c67342d83ba,OpenAI Codex; no independent human sign-off
rdr250199#csvline516,compendium,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethylene,39.7,298,39700,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 516",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_full_text_not_obtained,"Bibliography resolved; original numeric tables, corrections and state unverified.",False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,39.7,298,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/SVA,https://doi.org/10.1016/0021-9614(80)90028-2,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline517,compendium,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethylene,38.9,313,38900,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 517",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_full_text_not_obtained,"Bibliography resolved; original numeric tables, corrections and state unverified.",False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,38.9,313,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/SVA,https://doi.org/10.1016/0021-9614(80)90028-2,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline518,compendium,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethylene,38.2,328,38200,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 518",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,"Bibliography resolved; original numeric tables, corrections and state unverified.",False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,38.2,328,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/SVA,https://doi.org/10.1016/0021-9614(80)90028-2,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline519,compendium,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethylene,37.4,343,37400,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 519",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,"Bibliography resolved; original numeric tables, corrections and state unverified.",False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,37.4,343,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/SVA,https://doi.org/10.1016/0021-9614(80)90028-2,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline520,compendium,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethylene,36.6,358,36600,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 520",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,"Bibliography resolved; original numeric tables, corrections and state unverified.",False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,36.6,358,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/SVA,https://doi.org/10.1016/0021-9614(80)90028-2,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline5394,compendium,mol_55b6d752028fb5df,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,cyclohexanone,45.1,298,45100,C,,"[""1968PLA/WIL""]","RDR file 250199, CSV line 5394",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_reference_assignment_unresolved,NIST-linked bibliography appears unrelated to the four cyclic alcohol/ketone candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,45.1,298,0.1,quarantine_compendium_provenance,hold_reference_assignment_unresolved,1968PLA/WIL,https://doi.org/10.1021/ja01012a019,reference_assignment_unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline5568,compendium,mol_e983a25bd52a944d,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,cyclohexane,33.0373520237904,298.15,33037.3520237904000,electrical_energy_and_evaporated_mass_calorimetry,10.6028/jres.039.031,"[""1947OSB/GIN""]",DOI 10.6028/jres.039.031; p.467; Table 1; Cyclohexane,,author_estimated_relative_accuracy_no_confidence_probability,,,,nominal_historical_scale_temperature,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,hold_ancillary_pressure_slope_lineage,ancillary_pressure_slope_lineage_and_primary_pool_eligibility_unresolved,False,False,True,,[],train,grp_5dea7427c65d07c7,wave2,2026-09-18,33,298,,quarantine_compendium_provenance,hold_full_text_not_obtained,1947OSB/GIN,https://nistdigitalarchives.contentdm.oclc.org/digital/api/collection/p16009coll6/id/118316/download,primary_table_verified_ancillary_lineage_hold,1947OSB/GIN,Cyclohexane,392.48,,US_international_J/g,0.08417588673,25.0,298.15,467,1,NBS electrical fluid calorimeter,C1CCCCC1,,Historical pressure-slope beta correction. Not pressure-curve-free. Source estimates error unlikely above 0.1 percent; this is not a standard uncertainty. ,True,True,3,3,"Historical International Temperature Scale; 298.15 K is nominal conversion of reported 25 C, not a conversion to ITS-90.",current_work_calorimetry_with_pressure_slope_correction,,,"Original refs.14 (API Project 44 tables) and 15 (International Critical Tables vol.3, 1928); per-compound source entries and upstream pressure measurement lineage unverified.",Source applies small run-temperature corrections to nominal 25 C; individual correction magnitudes are not separately listed (p.465). No new thermal extrapolation applied here.,,392.72,0.24,0.001,1.000165,0dcceb5865b44de7cb6fb02e5d0f23d1257e63106d1f135400095c1340abd288,84.162,,,0.0330373520237904,True,True,measurement,False,False,True,True,unknown_upstream_ancillary_lineage,3,cal_664e8fbd9ee46230a704,OpenAI Codex; no independent human sign-off
rdr250199#csvline5703,compendium,mol_5feb1fde294beccb,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",cyclohexanol,62,298,62000,C,,"[""1968PLA/WIL""]","RDR file 250199, CSV line 5703",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_reference_assignment_unresolved,NIST-linked bibliography appears unrelated to the four cyclic alcohol/ketone candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,62,298,0.2,quarantine_compendium_provenance,hold_reference_assignment_unresolved,1968PLA/WIL,https://doi.org/10.1021/ja01012a019,reference_assignment_unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline5829,compendium,mol_39beef09cdd1ae08,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",butyl acetate,43.597280,298.15,43597.280000,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.547; Table 3; Butyl acetate,0.209200,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,43.6,298,0.2,quarantine_compendium_provenance,approve_primary_calorimetry,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,Butyl acetate,10.42,0.05,kcal/mol_defined_calorie,4.1840,25.00,298.15,547,3,A,CCCCOC(=O)C,,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,,,True,True,measurement,False,False,True,False,False,5,cal_1d995bf541a6d68e3ac7,OpenAI Codex; no independent human sign-off
rdr250199#csvline5846,compendium,mol_212f24f877214356,"InChI=1S/C6H12O2/c1-4-8-6(7)5(2)3/h5H,4H2,1-3H3",ethyl isobutyrate,39.831680,298.15,39831.680000,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.547; Table 3; Ethyl isobutyrate,0.125520,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,39.8,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,Ethyl isobutyrate,9.52,0.03,kcal/mol_defined_calorie,4.1840,25.00,298.15,547,3,B,CCOC(=O)C(C)C,,Source purity 98.7%; retain with impurity sensitivity flag.,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,,,True,True,measurement,False,False,True,False,False,5,cal_b8ac762681f859dc14ed,OpenAI Codex; no independent human sign-off
rdr250199#csvline5854,compendium,mol_754b018a16a84522,"InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3",tert-butyl acetate,38.032560,298.15,38032.560000,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD"",""1996VER/BEC""]",DOI 10.3891/acta.chem.scand.20-0544; p.547; Table 3; t-Butyl acetate,0.209200,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,38,298,0.2,quarantine_compendium_provenance,approve_primary_calorimetry,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,t-Butyl acetate,9.09,0.05,kcal/mol_defined_calorie,4.1840,25.00,298.15,547,3,A,CC(C)(C)OC(=O)C,,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,,,True,True,measurement,False,False,True,False,False,5,cal_25ba024f0f2cdb31a6ba,OpenAI Codex; no independent human sign-off
rdr250199#csvline5872,compendium,mol_2c8fece1c354948f,"InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3",methyl valerate,44.3,298,44300,C,,"[""1981GAT/STR""]","RDR file 250199, CSV line 5872",0.5,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_abstract_only,Publisher abstract describes an effusion calorimetric cell for vaporization; numeric tables unavailable.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,44.3,298,0.5,quarantine_compendium_provenance,hold_abstract_only,1981GAT/STR,https://doi.org/10.1007/BF00653098,abstract_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline5875,compendium,mol_2c8fece1c354948f,"InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3",methyl valerate,43.1,298,43100,C,,"[""1977MAN/SEL""]","RDR file 250199, CSV line 5875",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_full_text_not_obtained,"Bibliography resolved; primary tables, temperature corrections and liquid state not verified.",False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,43.1,298,0.1,quarantine_compendium_provenance,hold_full_text_not_obtained,1977MAN/SEL,https://doi.org/10.1016/0021-9614(77)90202-6,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline5952,compendium,mol_71ac04ebc05b85f5,"InChI=1S/C6H13Cl/c1-2-3-4-5-6-7/h2-6H2,1H3",1-chlorohexane,42.82,298.15,42820.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Hexyl, X=Cl",0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,42.8,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Hexyl, X=Cl",42.82,0.06,kJ/mol,1,25.00,298.15,2440,1,C_improved,CCCCCCCl,0.08,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,,0.03,2,,True,True,measurement,False,False,True,False,False,5,cal_f7f0b688a248790f0f02,OpenAI Codex; no independent human sign-off
