record_id,csv_line_1based,source_row_index,inchi,name,H_reported_kJ_mol,T_reported_K,H_corrected_298_kJ_mol,method,source_reference_codes,notes,reported_experimental_T_range,deviation_reported,original_row_json,C_candidate,source_verification_status,measurement_vs_reference_T_status,same_identity_T_H_method_reference_count,has_primary_pressure_match
rdr250199#csvline12917,12917,12915,"InChI=1S/C14H18Cl2O3/c1-10(2)4-3-7-18-14(17)9-19-13-6-5-11(15)8-12(13)16/h5-6,8,10H,3-4,7,9H2,1-2H3","Isohexyl 2,4-dichlorophenoxyacetate",72.0,516.0,64.56785776533256,GC,['1966JEN/SCH'],,"[460.0, 573.0]",,"{"""":""12915"",""Vap_temp_H"":""-7.432142234667438"",""formula"":""C14H18Cl2O3"",""name"":""Isohexyl 2,4-dichlorophenoxyacetate"",""Hvap_298"":""64.56785776533256"",""Cp_liq"":""502.3"",""Cp_sol"":""380.7"",""Cp_vap"":""369.735"",""Deviation"":"""",""Enthalpy"":""72.0"",""InChI"":""InChI=1S/C14H18Cl2O3/c1-10(2)4-3-7-18-14(17)9-19-13-6-5-11(15)8-12(13)16/h5-6,8,10H,3-4,7,9H2,1-2H3"",""Method"":""GC"",""Notes"":"""",""Reference"":""['1966JEN/SCH']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1177.44"",""Temp. range (K)"":""[460.0, 573.0]"",""Tm (K)"":""516.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12918,12918,12916,"InChI=1S/C14H18N2/c1-15(2)12-9-5-7-11-8-6-10-13(14(11)12)16(3)4/h5-10H,1-4H3","1,8-N,N,N′,N′-tetramethyldiaminonaphthalene",76.7,298.0,76.7,GS,['2007VER/GEO'],,"[324.0, 364.0]",0.4,"{"""":""12916"",""Vap_temp_H"":""0.0"",""formula"":""C14H18N2"",""name"":""1,8-N,N,N′,N′-tetramethyldiaminonaphthalene"",""Hvap_298"":""76.7"",""Cp_liq"":""414.6"",""Cp_sol"":""356.6"",""Cp_vap"":""344.4300000000001"",""Deviation"":""0.4"",""Enthalpy"":""76.7"",""InChI"":""InChI=1S/C14H18N2/c1-15(2)12-9-5-7-11-8-6-10-13(14(11)12)16(3)4/h5-10H,1-4H3"",""Method"":""GS"",""Notes"":"""",""Reference"":""['2007VER/GEO']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1204.04"",""Temp. range (K)"":""[324.0, 364.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_outside_listed_range_review_correction,1,True
rdr250199#csvline12919,12919,12917,"InChI=1S/C14H18O/c1-2-3-5-10-14(12-15)11-13-8-6-4-7-9-13/h4,6-9,11-12H,2-3,5,10H2,1H3",α-pentylcinnamaldehyde,75.3,297.0,75.25651865143412,"A,ME","['1987STE/MAL', '1955SER/VOI']",,"[282.0, 333.0]",,"{"""":""12917"",""Vap_temp_H"":""-0.0434813485658716"",""formula"":""C14H18O"",""name"":""α-pentylcinnamaldehyde"",""Hvap_298"":""75.25651865143412"",""Cp_liq"":""399.4"",""Cp_sol"":""305.4"",""Cp_vap"":""290.6700000000001"",""Deviation"":"""",""Enthalpy"":""75.3"",""InChI"":""InChI=1S/C14H18O/c1-2-3-5-10-14(12-15)11-13-8-6-4-7-9-13/h4,6-9,11-12H,2-3,5,10H2,1H3"",""Method"":""A,ME"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1955SER/VOI']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1733.86"",""Temp. range (K)"":""[282.0, 333.0]"",""Tm (K)"":""297.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12920,12920,12918,"InChI=1S/C14H18O4/c1-3-9-17-13(15)11-7-5-6-8-12(11)14(16)18-10-4-2/h5-8H,3-4,9-10H2,1-2H3",Dipropyl phthalate,73.2,418.0,73.86965459108833,A,['1987STE/MAL'],,"[403.0, 578.0]",,"{"""":""12918"",""Vap_temp_H"":""0.6696545910883316"",""formula"":""C14H18O4"",""name"":""Dipropyl phthalate"",""Hvap_298"":""73.86965459108833"",""Cp_liq"":""454.8"",""Cp_sol"":""350.4"",""Cp_vap"":""337.9200000000001"",""Deviation"":"""",""Enthalpy"":""73.2"",""InChI"":""InChI=1S/C14H18O4/c1-3-9-17-13(15)11-7-5-6-8-12(11)14(16)18-10-4-2/h5-8H,3-4,9-10H2,1-2H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""731.5"",""Temp. range (K)"":""[403.0, 578.0]"",""Tm (K)"":""418.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12921,12921,12919,"InChI=1S/C14H18O4/c1-3-9-17-13(15)11-7-5-6-8-12(11)14(16)18-10-4-2/h5-8H,3-4,9-10H2,1-2H3",Dipropyl phthalate,88.7,nan,88.7,,['1948SMA/SMA'],,,,"{"""":""12919"",""Vap_temp_H"":""0.0"",""formula"":""C14H18O4"",""name"":""Dipropyl phthalate"",""Hvap_298"":""88.7"",""Cp_liq"":""454.8"",""Cp_sol"":""350.4"",""Cp_vap"":""337.9200000000001"",""Deviation"":"""",""Enthalpy"":""88.7"",""InChI"":""InChI=1S/C14H18O4/c1-3-9-17-13(15)11-7-5-6-8-12(11)14(16)18-10-4-2/h5-8H,3-4,9-10H2,1-2H3"",""Method"":"""",""Notes"":"""",""Reference"":""['1948SMA/SMA']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""731.5"",""Temp. range (K)"":"""",""Tm (K)"":""""}",False,not_primary_paper_verified,unresolved,1,False
rdr250199#csvline12922,12922,12920,"InChI=1S/C14H18O4/c1-9(2)17-13(15)11-7-5-6-8-12(11)14(16)18-10(3)4/h5-10H,1-4H3",Diisopropyl phthalate,66.9,474.0,61.51682164657698,BG,['1988KAT'],,"[409.0, 482.0]",,"{"""":""12920"",""Vap_temp_H"":""-5.383178353423027"",""formula"":""C14H18O4"",""name"":""Diisopropyl phthalate"",""Hvap_298"":""61.51682164657698"",""Cp_liq"":""441.8"",""Cp_sol"":""334.0"",""Cp_vap"":""320.7"",""Deviation"":"""",""Enthalpy"":""66.9"",""InChI"":""InChI=1S/C14H18O4/c1-9(2)17-13(15)11-7-5-6-8-12(11)14(16)18-10(3)4/h5-10H,1-4H3"",""Method"":""BG"",""Notes"":"""",""Reference"":""['1988KAT']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""926.2"",""Temp. range (K)"":""[409.0, 482.0]"",""Tm (K)"":""474.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12923,12923,12921,"InChI=1S/C14H18O4/c1-9(2)17-13(15)11-7-5-6-8-12(11)14(16)18-10(3)4/h5-10H,1-4H3",Diisopropyl phthalate,69.0,456.0,65.11368616552292,BG,['1988KAT'],,"[409.0, 482.0]",,"{"""":""12921"",""Vap_temp_H"":""-3.886313834477086"",""formula"":""C14H18O4"",""name"":""Diisopropyl phthalate"",""Hvap_298"":""65.11368616552292"",""Cp_liq"":""441.8"",""Cp_sol"":""334.0"",""Cp_vap"":""320.7"",""Deviation"":"""",""Enthalpy"":""69.0"",""InChI"":""InChI=1S/C14H18O4/c1-9(2)17-13(15)11-7-5-6-8-12(11)14(16)18-10(3)4/h5-10H,1-4H3"",""Method"":""BG"",""Notes"":"""",""Reference"":""['1988KAT']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""926.2"",""Temp. range (K)"":""[409.0, 482.0]"",""Tm (K)"":""456.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12924,12924,12922,"InChI=1S/C14H18O4/c1-9(2)17-13(15)11-7-5-6-8-12(11)14(16)18-10(3)4/h5-10H,1-4H3",Diisopropyl phthalate,74.8,430.0,72.72531012105512,BG,['1988KAT'],,"[409.0, 482.0]",,"{"""":""12922"",""Vap_temp_H"":""-2.0746898789448878"",""formula"":""C14H18O4"",""name"":""Diisopropyl phthalate"",""Hvap_298"":""72.72531012105512"",""Cp_liq"":""441.8"",""Cp_sol"":""334.0"",""Cp_vap"":""320.7"",""Deviation"":"""",""Enthalpy"":""74.8"",""InChI"":""InChI=1S/C14H18O4/c1-9(2)17-13(15)11-7-5-6-8-12(11)14(16)18-10(3)4/h5-10H,1-4H3"",""Method"":""BG"",""Notes"":"""",""Reference"":""['1988KAT']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""926.2"",""Temp. range (K)"":""[409.0, 482.0]"",""Tm (K)"":""430.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12925,12925,12923,"InChI=1S/C14H18O4/c1-9(2)17-13(15)11-7-5-6-8-12(11)14(16)18-10(3)4/h5-10H,1-4H3",Diisopropyl phthalate,84.0,409.0,83.07409774912605,BG,['1988KAT'],,"[409.0, 482.0]",,"{"""":""12923"",""Vap_temp_H"":""-0.9259022508739534"",""formula"":""C14H18O4"",""name"":""Diisopropyl phthalate"",""Hvap_298"":""83.07409774912605"",""Cp_liq"":""441.8"",""Cp_sol"":""334.0"",""Cp_vap"":""320.7"",""Deviation"":"""",""Enthalpy"":""84.0"",""InChI"":""InChI=1S/C14H18O4/c1-9(2)17-13(15)11-7-5-6-8-12(11)14(16)18-10(3)4/h5-10H,1-4H3"",""Method"":""BG"",""Notes"":"""",""Reference"":""['1988KAT']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""926.2"",""Temp. range (K)"":""[409.0, 482.0]"",""Tm (K)"":""409.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12926,12926,12924,"InChI=1S/C14H19NO/c16-14(12-13-8-4-3-5-9-13)15-10-6-1-2-7-11-15/h3-5,8-9H,1-2,6-7,10-12H2",Hexahydro-1-(phenylacetyl)-1H-azepine,53.9,385.0,56.19305897030982,A,"['1987STE/MAL', '1969DAV/MAK', '1968DAV/BAT']",,"[370.0, 418.0]",,"{"""":""12924"",""Vap_temp_H"":""2.2930589703098185"",""formula"":""C14H19NO"",""name"":""Hexahydro-1-(phenylacetyl)-1H-azepine"",""Hvap_298"":""56.19305897030982"",""Cp_liq"":""391.3"",""Cp_sol"":""307.7"",""Cp_vap"":""293.085"",""Deviation"":"""",""Enthalpy"":""53.9"",""InChI"":""InChI=1S/C14H19NO/c16-14(12-13-8-4-3-5-9-13)15-10-6-1-2-7-11-15/h3-5,8-9H,1-2,6-7,10-12H2"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1969DAV/MAK', '1968DAV/BAT']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""942.42"",""Temp. range (K)"":""[370.0, 418.0]"",""Tm (K)"":""385.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12927,12927,12925,"InChI=1S/C14H19NO/c16-14(12-13-8-4-3-5-9-13)15-10-6-1-2-7-11-15/h3-5,8-9H,1-2,6-7,10-12H2",Hexahydro-1-(phenylacetyl)-1H-azepine,49.4,396.0,51.46305613524496,,['1969DAV/MAK'],,"[371.0, 420.0]",,"{"""":""12925"",""Vap_temp_H"":""2.0630561352449632"",""formula"":""C14H19NO"",""name"":""Hexahydro-1-(phenylacetyl)-1H-azepine"",""Hvap_298"":""51.46305613524496"",""Cp_liq"":""391.3"",""Cp_sol"":""307.7"",""Cp_vap"":""293.085"",""Deviation"":"""",""Enthalpy"":""49.4"",""InChI"":""InChI=1S/C14H19NO/c16-14(12-13-8-4-3-5-9-13)15-10-6-1-2-7-11-15/h3-5,8-9H,1-2,6-7,10-12H2"",""Method"":"""",""Notes"":"""",""Reference"":""['1969DAV/MAK']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""942.42"",""Temp. range (K)"":""[371.0, 420.0]"",""Tm (K)"":""396.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12928,12928,12926,"InChI=1S/C14H20/c1-12(13-8-4-2-5-9-13)14-10-6-3-7-11-14/h2,4-5,8-9,12,14H,3,6-7,10-11H2,1H3",1-cyclohexyl-1-phenylethane,70.8,374.0,71.70867027021764,"A,MG","['1987STE/MAL', '1955SCH/WHI']",,"[359.0, 400.0]",,"{"""":""12926"",""Vap_temp_H"":""0.908670270217641"",""formula"":""C14H20"",""name"":""1-cyclohexyl-1-phenylethane"",""Hvap_298"":""71.70867027021764"",""Cp_liq"":""337.5999999999999"",""Cp_sol"":""276.9"",""Cp_vap"":""260.7450000000001"",""Deviation"":"""",""Enthalpy"":""70.8"",""InChI"":""InChI=1S/C14H20/c1-12(13-8-4-2-5-9-13)14-10-6-3-7-11-14/h2,4-5,8-9,12,14H,3,6-7,10-11H2,1H3"",""Method"":""A,MG"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1955SCH/WHI']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1014.76"",""Temp. range (K)"":""[359.0, 400.0]"",""Tm (K)"":""374.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12929,12929,12927,"InChI=1S/C14H20/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1,3-4,7-8,14H,2,5-6,9-12H2",1-cyclohexyl-2-phenylethane,60.7,387.0,61.94533337660765,"A,MG","['1987STE/MAL', '1955SCH/WHI']",,"[372.0, 406.0]",,"{"""":""12927"",""Vap_temp_H"":""1.2453333766076504"",""formula"":""C14H20"",""name"":""1-cyclohexyl-2-phenylethane"",""Hvap_298"":""61.94533337660765"",""Cp_liq"":""344.1"",""Cp_sol"":""285.1"",""Cp_vap"":""269.355"",""Deviation"":"""",""Enthalpy"":""60.7"",""InChI"":""InChI=1S/C14H20/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1,3-4,7-8,14H,2,5-6,9-12H2"",""Method"":""A,MG"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1955SCH/WHI']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1024.97"",""Temp. range (K)"":""[372.0, 406.0]"",""Tm (K)"":""387.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12930,12930,12928,"InChI=1S/C14H20/c1-2-7-13(8-3-1)11-6-12-14-9-4-5-10-14/h1-3,7-8,14H,4-6,9-12H2",1-cyclopentyl-3-phenylpropane,61.3,388.0,63.088621960133416,"A,MG","['1987STE/MAL', '1955SCH/WHI']",,"[373.0, 540.0]",,"{"""":""12928"",""Vap_temp_H"":""1.788621960133419"",""formula"":""C14H20"",""name"":""1-cyclopentyl-3-phenylpropane"",""Hvap_298"":""63.088621960133416"",""Cp_liq"":""350.1"",""Cp_sol"":""287.4"",""Cp_vap"":""271.77"",""Deviation"":"""",""Enthalpy"":""61.3"",""InChI"":""InChI=1S/C14H20/c1-2-7-13(8-3-1)11-6-12-14-9-4-5-10-14/h1-3,7-8,14H,4-6,9-12H2"",""Method"":""A,MG"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1955SCH/WHI']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""990.28"",""Temp. range (K)"":""[373.0, 540.0]"",""Tm (K)"":""388.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12931,12931,12929,"InChI=1S/C14H20ClNO2/c1-4-11-7-6-8-12(5-2)14(11)16(10-18-3)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3","2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide",85.0,436.0,91.2095235147431,TGA,['2007VEC'],,,1.0,"{"""":""12929"",""Vap_temp_H"":""6.20952351474309"",""formula"":""C14H20ClNO2"",""name"":""2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide"",""Hvap_298"":""91.2095235147431"",""Cp_liq"":""488.9"",""Cp_sol"":""410.3"",""Cp_vap"":""400.8150000000001"",""Deviation"":""1.0"",""Enthalpy"":""85.0"",""InChI"":""InChI=1S/C14H20ClNO2/c1-4-11-7-6-8-12(5-2)14(11)16(10-18-3)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3"",""Method"":""TGA"",""Notes"":"""",""Reference"":""['2007VEC']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1652.36"",""Temp. range (K)"":"""",""Tm (K)"":""436.0""}",False,not_primary_paper_verified,unresolved,1,False
rdr250199#csvline12932,12932,12930,"InChI=1S/C14H20Cl2/c1-5-9-10(6-2)12(8-4)14(16)13(15)11(9)7-3/h5-8H2,1-4H3","1,2-dichloro-3,4,5,6-tetraethylbenzene",66.2,393.0,66.33848479840123,A,"['1987STE/MAL', '1947STU', '1970DYK/VAN']",,"[378.0, 575.0]",,"{"""":""12930"",""Vap_temp_H"":""0.13848479840122963"",""formula"":""C14H20Cl2"",""name"":""1,2-dichloro-3,4,5,6-tetraethylbenzene"",""Hvap_298"":""66.33848479840123"",""Cp_liq"":""456.0"",""Cp_sol"":""350.0"",""Cp_vap"":""337.5"",""Deviation"":"""",""Enthalpy"":""66.2"",""InChI"":""InChI=1S/C14H20Cl2/c1-5-9-10(6-2)12(8-4)14(16)13(15)11(9)7-3/h5-8H2,1-4H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1947STU', '1970DYK/VAN']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""716.37"",""Temp. range (K)"":""[378.0, 575.0]"",""Tm (K)"":""393.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12933,12933,12931,"InChI=1S/C14H20Cl2/c1-5-9-10(6-2)14(16)12(8-4)11(7-3)13(9)15/h5-8H2,1-4H3","1,4-dichloro-2,3,5,6-tetraethylbenzene",60.8,379.0,61.58101411217039,A,"['1987STE/MAL', '1947STU', '1970DYK/VAN']",,"[364.0, 570.0]",,"{"""":""12931"",""Vap_temp_H"":""0.7810141121703893"",""formula"":""C14H20C12"",""name"":""1,4-dichloro-2,3,5,6-tetraethylbenzene"",""Hvap_298"":""61.58101411217039"",""Cp_liq"":""456.0"",""Cp_sol"":""350.0"",""Cp_vap"":""337.5"",""Deviation"":"""",""Enthalpy"":""60.8"",""InChI"":""InChI=1S/C14H20Cl2/c1-5-9-10(6-2)14(16)12(8-4)11(7-3)13(9)15/h5-8H2,1-4H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1947STU', '1970DYK/VAN']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""753.02"",""Temp. range (K)"":""[364.0, 570.0]"",""Tm (K)"":""379.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12934,12934,12932,"InChI=1S/C14H20O/c1-12(13-8-4-2-5-9-13)15-14-10-6-3-7-11-14/h2,4-5,8-9,12,14H,3,6-7,10-11H2,1H3",(1-cyclohexyloxyethyl)benzene,69.8,298.0,69.8,GS,"['2002KRA/VAS', '2002VER/HEI']",,"[286.0, 338.0]",0.5,"{"""":""12932"",""Vap_temp_H"":""0.0"",""formula"":""C14H20O"",""name"":""(1-cyclohexyloxyethyl)benzene"",""Hvap_298"":""69.8"",""Cp_liq"":""365.5999999999999"",""Cp_sol"":""295.4"",""Cp_vap"":""280.1700000000001"",""Deviation"":""0.5"",""Enthalpy"":""69.8"",""InChI"":""InChI=1S/C14H20O/c1-12(13-8-4-2-5-9-13)15-14-10-6-3-7-11-14/h2,4-5,8-9,12,14H,3,6-7,10-11H2,1H3"",""Method"":""GS"",""Notes"":"""",""Reference"":""['2002KRA/VAS', '2002VER/HEI']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1030.35"",""Temp. range (K)"":""[286.0, 338.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12935,12935,12933,"InChI=1S/C14H20O2/c1-2-3-5-10-14(15)16-12-11-13-8-6-4-7-9-13/h4,6-9H,2-3,5,10-12H2,1H3",Phenethyl hexanoate,78.8,298.0,78.8,CGC,['2015KOZ/GOB'],,,1.5,"{"""":""12933"",""Vap_temp_H"":""0.0"",""formula"":""C14H20O2"",""name"":""Phenethyl hexanoate"",""Hvap_298"":""78.8"",""Cp_liq"":""420.4"",""Cp_sol"":""336.8"",""Cp_vap"":""323.64"",""Deviation"":""1.5"",""Enthalpy"":""78.8"",""InChI"":""InChI=1S/C14H20O2/c1-2-3-5-10-14(15)16-12-11-13-8-6-4-7-9-13/h4,6-9H,2-3,5,10-12H2,1H3"",""Method"":""CGC"",""Notes"":"""",""Reference"":""['2015KOZ/GOB']"",""T_high"":"""",""T_low"":"""",""T_mid"":"""",""Temp. range (K)"":"""",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,unresolved,1,False
rdr250199#csvline12936,12936,12934,"InChI=1S/C14H20O3/c1-11(15)16-9-10-17-13-7-5-12(6-8-13)14(2,3)4/h5-8H,9-10H2,1-4H3",2-(4-tert-butylphenoxy)ethyl acetate,78.8,406.0,78.47576772258957,A,"['1987STE/MAL', '1947STU']",,"[391.0, 578.0]",,"{"""":""12934"",""Vap_temp_H"":""-0.3242322774104309"",""formula"":""C14H20O3"",""name"":""2-(4-tert-butylphenoxy)ethyl acetate"",""Hvap_298"":""78.47576772258957"",""Cp_liq"":""438.9"",""Cp_sol"":""341.2"",""Cp_vap"":""328.26"",""Deviation"":"""",""Enthalpy"":""78.8"",""InChI"":""InChI=1S/C14H20O3/c1-11(15)16-9-10-17-13-7-5-12(6-8-13)14(2,3)4/h5-8H,9-10H2,1-4H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1947STU']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1113.22"",""Temp. range (K)"":""[391.0, 578.0]"",""Tm (K)"":""406.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12937,12937,12935,"InChI=1S/C14H20O5/c1-2-4-14-13(3-1)18-11-9-16-7-5-15-6-8-17-10-12-19-14/h1-4H,5-12H2",benzo-15-crown-5,98.9,298.0,98.9,CGC,['2000NIC/ORF'],,,1.3,"{"""":""12935"",""Vap_temp_H"":""0.0"",""formula"":""C14H20O5"",""name"":""benzo-15-crown-5"",""Hvap_298"":""98.9"",""Cp_liq"":""452.8"",""Cp_sol"":""333.5"",""Cp_vap"":""320.175"",""Deviation"":""1.3"",""Enthalpy"":""98.9"",""InChI"":""InChI=1S/C14H20O5/c1-2-4-14-13(3-1)18-11-9-16-7-5-15-6-8-17-10-12-19-14/h1-4H,5-12H2"",""Method"":""CGC"",""Notes"":"""",""Reference"":""['2000NIC/ORF']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1446.02"",""Temp. range (K)"":"""",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,unresolved,1,False
rdr250199#csvline12938,12938,12936,"InChI=1S/C14H21F3N2O4/c1-8(2)6-10(19-13(22)14(15,16)17)11(20)7-23-12(21)9-4-3-5-18-9/h8-10,18H,3-7H2,1-2H3,(H,19,22)/t9-,10-/m0/s1","Proline, 1-[N-(trifluoroacetyl)-(l)-leucyl]methyl ester",105.8,381.0,107.66593248077302,A,"['1987STE/MAL', '1960WEY/KLI']",,"[366.0, 453.0]",,"{"""":""12936"",""Vap_temp_H"":""1.8659324807730329"",""formula"":""C14H21F3N2O4"",""name"":""Proline, 1-[N-(trifluoroacetyl)-(l)-leucyl]methyl ester"",""Hvap_298"":""107.66593248077302"",""Cp_liq"":""619.5"",""Cp_sol"":""440.2"",""Cp_vap"":""432.21"",""Deviation"":"""",""Enthalpy"":""105.8"",""InChI"":""InChI=1S/C14H21F3N2O4/c1-8(2)6-10(19-13(22)14(15,16)17)11(20)7-23-12(21)9-4-3-5-18-9/h8-10,18H,3-7H2,1-2H3,(H,19,22)/t9-,10-/m0/s1"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1960WEY/KLI']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1360.88"",""Temp. range (K)"":""[366.0, 453.0]"",""Tm (K)"":""381.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline12939,12939,12937,"InChI=1S/C14H23N/c1-2-15-13-9-5-3-7-11(13)12-8-4-6-10-14(12)15/h9,11-12,14H,2-8,10H2,1H3",N-ethyloctahydrocarbazole,81.9,298.0,81.9,GS,['2015STA/EME'],,"[324.0, 366.0]",0.5,"{"""":""12937"",""Vap_temp_H"":""0.0"",""formula"":""C14H21N"",""name"":""N-ethyloctahydrocarbazole"",""Hvap_298"":""81.9"",""Cp_liq"":""377.3"",""Cp_sol"":""297.5"",""Cp_vap"":""282.375"",""Deviation"":""0.5"",""Enthalpy"":""81.9"",""InChI"":""InChI=1S/C14H23N/c1-2-15-13-9-5-3-7-11(13)12-8-4-6-10-14(12)15/h9,11-12,14H,2-8,10H2,1H3"",""Method"":""GS"",""Notes"":"""",""Reference"":""['2015STA/EME']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1130.11"",""Temp. range (K)"":""[324.0, 366.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_outside_listed_range_review_correction,1,False
rdr250199#csvline12940,12940,12938,"InChI=1S/C14H22/c1-13(2,3)11-7-9-12(10-8-11)14(4,5)6/h7-10H,1-6H3","1,4-di-tert-butylbenzene",63.0,298.0,63.0,"EB,IPM",['2009CHI/STE'],,"[319.0, 559.0]",0.1,"{"""":""12938"",""Vap_temp_H"":""0.0"",""formula"":""C14H22"",""name"":""1,4-di-tert-butylbenzene"",""Hvap_298"":""63.0"",""Cp_liq"":""367.0"",""Cp_sol"":""295.0"",""Cp_vap"":""279.75"",""Deviation"":""0.1"",""Enthalpy"":""63.0"",""InChI"":""InChI=1S/C14H22/c1-13(2,3)11-7-9-12(10-8-11)14(4,5)6/h7-10H,1-6H3"",""Method"":""EB,IPM"",""Notes"":"""",""Reference"":""['2009CHI/STE']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1020.03"",""Temp. range (K)"":""[319.0, 559.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_outside_listed_range_review_correction,1,True
rdr250199#csvline12941,12941,12939,"InChI=1S/C14H22/c1-13(2,3)11-7-9-12(10-8-11)14(4,5)6/h7-10H,1-6H3","1,4-di-tert-butylbenzene",55.8,360.0,55.908241982742595,"EB,IPM",['2009CHI/STE'],,"[319.0, 559.0]",0.1,"{"""":""12939"",""Vap_temp_H"":""0.108241982742598"",""formula"":""C14H22"",""name"":""1,4-di-tert-butylbenzene"",""Hvap_298"":""55.908241982742595"",""Cp_liq"":""367.0"",""Cp_sol"":""295.0"",""Cp_vap"":""279.75"",""Deviation"":""0.1"",""Enthalpy"":""55.8"",""InChI"":""InChI=1S/C14H22/c1-13(2,3)11-7-9-12(10-8-11)14(4,5)6/h7-10H,1-6H3"",""Method"":""EB,IPM"",""Notes"":"""",""Reference"":""['2009CHI/STE']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1020.03"",""Temp. range (K)"":""[319.0, 559.0]"",""Tm (K)"":""360.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
